   0,  99,   0,  23,   0,   0,   1,   0,   1,  13,
  18,  83,   0,  22,   0,   0,   1,   0,   0,  13,
   0,  83,   0,  36,   1,   0,   2,   0,   0,  15,
   0,  83,   0,  36,   1,   0,   2,   0,   0,  15,
