   1  1.00000E+00  1.00000E+00  4.71324E-01  0.00000E+00  6.62580E-01  4.19951E-01  1.35288E-02  6.34659E-01
   1  9.94766E-01  2.29120E-01  4.71324E-01  0.00000E+00  3.57650E-01  4.22158E-01  1.35308E-02  6.44936E-01
   1  9.93309E-01  2.30540E-01  4.71324E-01  0.00000E+00  3.57650E-01  4.31137E-01  1.34994E-02  6.41863E-01
   1  8.98937E-01  1.95740E-01  4.71324E-01  0.00000E+00  3.57650E-01  4.36618E-01  1.37398E-02  6.37414E-01
   1  9.81589E-01  2.62050E-01  4.71324E-01  0.00000E+00  3.57650E-01  4.52218E-01  1.38544E-02  6.35949E-01
   1  9.83498E-01  2.31800E-01  4.71324E-01  0.00000E+00  3.57650E-01  4.78459E-01  1.68971E-02  6.31335E-01
   1  8.72891E-01  1.89660E-01  4.71324E-01  0.00000E+00  3.57650E-01  4.96242E-01  2.31072E-02  6.27049E-01
   1  9.73646E-01  2.68830E-01  4.74719E-01  0.00000E+00  3.57650E-01  5.22582E-01  2.31701E-02  6.19998E-01
   1  9.25106E-01  2.12900E-01  4.72057E-01  0.00000E+00  3.59820E-01  5.25881E-01  3.77983E-02  6.15865E-01
   1  9.66442E-01  2.46570E-01  4.72057E-01  0.00000E+00  3.55950E-01  5.46194E-01  3.78876E-02  6.12957E-01
   1  9.65396E-01  2.30690E-01  4.72057E-01  0.00000E+00  3.57650E-01  5.58025E-01  3.79007E-02  6.09065E-01
   1  9.63774E-01  2.30480E-01  4.72057E-01  0.00000E+00  3.57650E-01  5.64573E-01  3.79068E-02  6.04047E-01
   1  9.65047E-01  2.31560E-01  4.74719E-01  0.00000E+00  3.57650E-01  5.58422E-01  3.79170E-02  5.97247E-01
   1  9.64923E-01  2.31040E-01  4.74719E-01  0.00000E+00  3.59360E-01  5.59686E-01  3.79210E-02  5.89954E-01
   1  9.66606E-01  2.31720E-01  4.74719E-01  0.00000E+00  3.57650E-01  5.63556E-01  3.79241E-02  5.85024E-01
   1  9.65662E-01  2.30740E-01  4.74719E-01  0.00000E+00  3.57650E-01  5.67574E-01  3.79281E-02  5.79437E-01
   1  9.65088E-01  2.30870E-01  4.74719E-01  0.00000E+00  3.57650E-01  5.74171E-01  3.79291E-02  5.76037E-01
   1  9.64082E-01  2.30710E-01  4.74719E-01  0.00000E+00  3.57650E-01  5.66706E-01  3.79302E-02  5.73195E-01
   1  9.65047E-01  2.31440E-01  4.74719E-01  0.00000E+00  3.57650E-01  5.72311E-01  3.79322E-02  5.69477E-01
   1  9.62317E-01  2.30060E-01  4.74719E-01  0.00000E+00  3.57650E-01  5.75287E-01  3.79332E-02  5.63967E-01
   1  9.62584E-01  2.31190E-01  4.71937E-01  0.00000E+00  3.57650E-01  5.83348E-01  3.79423E-02  5.62994E-01
   1  9.57576E-01  2.29210E-01  4.72298E-01  0.00000E+00  3.55870E-01  5.96567E-01  4.06341E-02  5.58217E-01
   1  9.54579E-01  2.29960E-01  4.73504E-01  0.00000E+00  3.57880E-01  5.94856E-01  4.47285E-02  5.56435E-01
   1  6.03034E-01  9.93800E-02  4.71083E-01  0.00000E+00  3.58430E-01  6.17004E-01  4.65927E-02  5.57080E-01
   1  9.50043E-01  3.61090E-01  4.76889E-01  0.00000E+00  3.56100E-01  5.85704E-01  5.17805E-02  5.55144E-01
   1  8.71454E-01  2.01640E-01  4.76889E-01  0.00000E+00  3.61370E-01  5.72633E-01  6.93763E-02  5.54817E-01
   1  9.33603E-01  2.54370E-01  4.76889E-01  0.00000E+00  3.57650E-01  5.75783E-01  6.95974E-02  5.54980E-01
   1  9.28184E-01  2.29050E-01  4.76889E-01  0.00000E+00  3.57650E-01  5.78735E-01  6.95944E-02  5.53603E-01
   1  9.36948E-01  2.34370E-01  4.76889E-01  0.00000E+00  3.57650E-01  5.69434E-01  6.91005E-02  5.53526E-01
