   2  4.70360E-01  4.56010E-01
   2  4.70360E-01  4.56010E-01
   2  4.69998E-01  4.56010E-01
   2  4.69998E-01  4.56010E-01
   2  4.69998E-01  4.56010E-01
   2  4.69998E-01  4.56010E-01
   2  4.70360E-01  4.56010E-01
   2  4.83187E-01  4.56010E-01
   2  4.83187E-01  4.56010E-01
   2  4.83187E-01  4.56010E-01
   2  4.83187E-01  4.56010E-01
   2  4.83187E-01  4.56010E-01
   2  4.83187E-01  4.56010E-01
   2  4.83187E-01  4.56010E-01
   2  4.83187E-01  4.56010E-01
   2  4.83187E-01  4.56010E-01
   2  4.83187E-01  4.56010E-01
   2  4.83187E-01  4.56010E-01
   2  4.83187E-01  4.56010E-01
   2  4.83187E-01  6.16470E-01
   2  4.69757E-01  6.16470E-01
   2  4.83187E-01  6.16470E-01
   2  4.83187E-01  6.16470E-01
   2  4.83187E-01  6.16350E-01
   2  4.83187E-01  6.16350E-01
   2  4.83187E-01  6.16470E-01
   2  4.83187E-01  6.16350E-01
   2  4.83187E-01  6.16350E-01
   2  4.83187E-01  6.16470E-01
   2  4.83187E-01  6.16350E-01
   2  4.83187E-01  6.16470E-01
   2  4.83187E-01  6.16350E-01
   2  4.83187E-01  5.91850E-01
   2  5.98963E-01  5.03750E-01
   2  5.69923E-01  6.26970E-01
   2  5.69923E-01  6.26970E-01
   2  5.69562E-01  6.26970E-01
   2  5.69200E-01  5.56990E-01
   2  5.69200E-01  5.57110E-01
   2  5.69200E-01  6.26970E-01
   2  5.69200E-01  6.26970E-01
   2  5.69200E-01  6.26970E-01
   2  5.69200E-01  6.26970E-01
   2  5.69200E-01  6.26970E-01
   2  5.69200E-01  6.26970E-01
   2  5.69200E-01  6.26970E-01
   2  5.69200E-01  5.03620E-01
   2  5.69200E-01  6.26970E-01
   2  5.69321E-01  6.26970E-01
   2  5.69321E-01  5.03620E-01
   2  5.69200E-01  5.33620E-02
   2  5.69200E-01  4.89880E-02
   2  5.69200E-01  5.33620E-02
   2  5.69200E-01  5.32370E-02
   2  5.69200E-01  5.31120E-02
   2  5.69200E-01  5.31120E-02
   2  5.69200E-01  5.31120E-02
   2  5.69200E-01  5.33620E-02
   2  5.69200E-01  5.32370E-02
   2  5.69200E-01  6.26970E-01
   2  5.68839E-01  5.32370E-02
   2  5.69200E-01  5.32370E-02
   2  5.69200E-01  5.32370E-02
   2  5.69200E-01  5.32370E-02
   2  5.69200E-01  5.32370E-02
   2  5.69200E-01  5.32370E-02
   2  5.69200E-01  5.32370E-02
   2  5.69200E-01  5.32370E-02
   2  5.69200E-01  5.58360E-01
   2  5.69200E-01  5.58360E-01
   2  5.69200E-01  5.58360E-01
   2  5.69200E-01  5.58360E-01
   2  5.69200E-01  5.58360E-01
   2  5.69200E-01  5.58360E-01
   2  5.69200E-01  5.58360E-01
   2  5.69200E-01  5.58360E-01
   2  5.69200E-01  5.32370E-02
   2  5.71983E-01  5.57990E-01
   2  5.67262E-01  5.57610E-01
   2  5.67262E-01  5.57610E-01
   2  5.67262E-01  5.32370E-02
   2  5.60371E-01  5.32370E-02
   2  5.66538E-01  5.54740E-01
   2  5.66538E-01  4.52390E-02
   2  5.66538E-01  4.52390E-02
   2  5.66538E-01  4.52390E-02
   2  5.66538E-01  4.52390E-02
   2  5.66538E-01  4.52390E-02
   2  5.66538E-01  4.16650E-01
   2  5.66538E-01  4.26020E-01
   2  4.23903E-01  5.89850E-01
   2  4.23662E-01  5.89850E-01
   2  4.23662E-01  5.89850E-01
   2  4.23662E-01  5.89850E-01
   2  4.23662E-01  5.89850E-01
   2  4.23662E-01  5.89850E-01
   2  4.23782E-01  5.89850E-01
   2  4.23782E-01  5.89850E-01
   2  4.23662E-01  5.89850E-01
   2  4.23782E-01  5.89850E-01
   2  4.23782E-01  5.89850E-01
   2  4.23782E-01  5.89850E-01
   2  4.23782E-01  5.89850E-01
   2  4.23662E-01  5.89850E-01
   2  4.23782E-01  5.89850E-01
   2  4.23782E-01  5.89850E-01
   2  4.23782E-01  5.89850E-01
   2  4.23782E-01  5.89850E-01
   2  4.23782E-01  5.89980E-01
   2  4.23782E-01  5.89850E-01
   2  4.23782E-01  5.89850E-01
   2  4.23782E-01  5.89850E-01
   2  4.23782E-01  5.89850E-01
   2  4.23782E-01  5.89850E-01
   2  4.23782E-01  5.89850E-01
   2  4.23782E-01  5.89730E-01
   2  4.23782E-01  5.89850E-01
   2  4.23782E-01  5.89850E-01
   2  4.23782E-01  5.83730E-01
   2  4.23782E-01  3.96530E-01
   2  4.23782E-01  3.96530E-01
   2  4.23782E-01  3.96530E-01
   2  4.23782E-01  3.96530E-01
   2  4.23782E-01  3.96530E-01
   2  4.23782E-01  3.96530E-01
   2  4.23782E-01  3.96530E-01
   2  4.23782E-01  3.96530E-01
   2  4.23782E-01  3.96530E-01
   2  4.23782E-01  3.96530E-01
   2  4.23782E-01  3.96530E-01
   2  4.23782E-01  3.96530E-01
   2  4.23782E-01  3.96530E-01
   2  4.23782E-01  3.96400E-01
   2  4.23782E-01  3.39790E-01
   2  3.24460E-01  5.97100E-01
   2  3.24339E-01  5.97100E-01
   2  3.24098E-01  5.97100E-01
