   1  1.00000E+00  1.00000E+00  4.73680E-01  0.00000E+00  6.62580E-01  7.51680E-01  2.73690E-02  6.65830E-01
   1  9.97450E-01  2.29120E-01  4.73680E-01  0.00000E+00  3.57650E-01  7.52570E-01  2.73710E-02  6.75230E-01
   1  9.96740E-01  2.30540E-01  4.73680E-01  0.00000E+00  3.57650E-01  7.56190E-01  2.73400E-02  6.72420E-01
   1  9.50760E-01  1.95740E-01  4.73680E-01  0.00000E+00  3.57650E-01  7.58400E-01  2.75770E-02  6.68350E-01
   1  9.91030E-01  2.62050E-01  4.73680E-01  0.00000E+00  3.57650E-01  7.64690E-01  2.76900E-02  6.67010E-01
   1  9.91960E-01  2.31800E-01  4.73680E-01  0.00000E+00  3.57650E-01  7.75270E-01  3.06900E-02  6.62790E-01
   1  9.38070E-01  1.89660E-01  4.73680E-01  0.00000E+00  3.57650E-01  7.82440E-01  3.68130E-02  6.58870E-01
   1  9.87160E-01  2.68830E-01  4.77060E-01  0.00000E+00  3.57650E-01  7.93060E-01  3.68750E-02  6.52420E-01
   1  9.63510E-01  2.12900E-01  4.74410E-01  0.00000E+00  3.59820E-01  7.94390E-01  5.12980E-02  6.48640E-01
   1  9.83650E-01  2.46570E-01  4.74410E-01  0.00000E+00  3.55950E-01  8.02580E-01  5.13860E-02  6.45980E-01
   1  9.83140E-01  2.30690E-01  4.74410E-01  0.00000E+00  3.57650E-01  8.07350E-01  5.13990E-02  6.42420E-01
   1  9.82350E-01  2.30480E-01  4.74410E-01  0.00000E+00  3.57650E-01  8.09990E-01  5.14050E-02  6.37830E-01
   1  9.82970E-01  2.31560E-01  4.77060E-01  0.00000E+00  3.57650E-01  8.07510E-01  5.14150E-02  6.31610E-01
   1  9.82910E-01  2.31040E-01  4.77060E-01  0.00000E+00  3.59360E-01  8.08020E-01  5.14190E-02  6.24940E-01
   1  9.83730E-01  2.31720E-01  4.77060E-01  0.00000E+00  3.57650E-01  8.09580E-01  5.14220E-02  6.20430E-01
   1  9.83270E-01  2.30740E-01  4.77060E-01  0.00000E+00  3.57650E-01  8.11200E-01  5.14260E-02  6.15320E-01
   1  9.82990E-01  2.30870E-01  4.77060E-01  0.00000E+00  3.57650E-01  8.13860E-01  5.14270E-02  6.12210E-01
   1  9.82500E-01  2.30710E-01  4.77060E-01  0.00000E+00  3.57650E-01  8.10850E-01  5.14280E-02  6.09610E-01
   1  9.82970E-01  2.31440E-01  4.77060E-01  0.00000E+00  3.57650E-01  8.13110E-01  5.14300E-02  6.06210E-01
   1  9.81640E-01  2.30060E-01  4.77060E-01  0.00000E+00  3.57650E-01  8.14310E-01  5.14310E-02  6.01170E-01
   1  9.81770E-01  2.31190E-01  4.74290E-01  0.00000E+00  3.57650E-01  8.17560E-01  5.14400E-02  6.00280E-01
   1  9.79330E-01  2.29210E-01  4.74650E-01  0.00000E+00  3.55870E-01  8.22890E-01  5.40940E-02  5.95910E-01
   1  9.77870E-01  2.29960E-01  4.75850E-01  0.00000E+00  3.57880E-01  8.22200E-01  5.81310E-02  5.94280E-01
   1  8.06590E-01  9.93800E-02  4.73440E-01  0.00000E+00  3.58430E-01  8.31130E-01  5.99690E-02  5.94870E-01
   1  9.75660E-01  3.61090E-01  4.79220E-01  0.00000E+00  3.56100E-01  8.18510E-01  6.50840E-02  5.93100E-01
   1  9.37370E-01  2.01640E-01  4.79220E-01  0.00000E+00  3.61370E-01  8.13240E-01  8.24330E-02  5.92800E-01
   1  9.67650E-01  2.54370E-01  4.79220E-01  0.00000E+00  3.57650E-01  8.14510E-01  8.26510E-02  5.92950E-01
   1  9.65010E-01  2.29050E-01  4.79220E-01  0.00000E+00  3.57650E-01  8.15700E-01  8.26480E-02  5.91690E-01
   1  9.69280E-01  2.34370E-01  4.79220E-01  0.00000E+00  3.57650E-01  8.11950E-01  8.21610E-02  5.91620E-01
   1  9.13540E-01  1.88220E-01  4.79220E-01  0.00000E+00  3.57650E-01  8.11660E-01  8.09370E-02  5.91320E-01
